week,week_starting,provider_name,provider_address,city,county,vaccine_type,allocated_doses
Week 9-Fed,2021-02-08,Cvs Store #05869,1413 Oats Dr.,Mesquite,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #05869,1413 Oats Dr.,Mesquite,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 467,701 E. Milam Street,Mexia,LIMESTONE,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #248,1406 E Milam St,Mexia,LIMESTONE,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #10984,3200 N. Big Spring St.,Midland,MIDLAND,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #10984,3200 N. Big Spring St.,Midland,MIDLAND,Moderna,200
Week 9-Fed,2021-02-08,Clearfork Pharmacy,1130 Fm 1189 Suite 109,Millsap,PARKER,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 571,200 East Griffin,Mission,HIDALGO,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #2505,5501 Highway 6,Missouri City,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #5449,9929 Highway 6,Missouri City,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Monahans Pharmacy,801 East 4th Street,Monahans,WARD,Moderna,200
Week 9-Fed,2021-02-08,Thurman's Pro-med Pharmacy,402 North Madison Avenue,Mount Pleasant,TITUS,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #293,1712 E Washington Ave,Navasota,GRIMES,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #181,800 James Bowie Dr,New Boston,BOWIE,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 380,651 S. Walnut,New Braunfels,COMAL,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #10668,9200 N. Tarrant Pkwy.,North Richland Hills,TARRANT,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #04732,100 East University Blvd.,Odessa,ECTOR,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #04732,100 East University Blvd.,Odessa,ECTOR,Moderna,200
Week 9-Fed,2021-02-08,Dorado Pharmacy,4060 Faudree Road Suite 101,Odessa,ECTOR,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #06381,2425 N. 16th St.,Orange,ORANGE,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #06381,2425 N. 16th St.,Orange,ORANGE,Moderna,200
Week 9-Fed,2021-02-08,Overton Pharmacy,104 West Henderson Street,Overton,RUSK,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #345,2223 S Loop 256,Palestine,ANDERSON,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #600,2801 Charles St,Pampa,GRAY,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #07490,507 Clarksville St.,Paris,GREGG,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #07490,507 Clarksville St.,Paris,GREGG,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #148,3855 Lamar Ave,Paris,GREGG,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #2724,1107 Shaver St,Pasadena,HARRIS,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #752,5200 Fairmont Pkwy,Pasadena,HARRIS,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #05807,9522 Broadway St.,Pearland,HARRIS,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 620,225 South Ih 35,Pearsall,FRIO,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #478,819 N Oak St,Pearsall,FRIO,Moderna,200
Week 9-Fed,2021-02-08,"Red's Pharmacy, Llc",3102 Garrett Drive,Perryton,OCHILTREE,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #10142,1301 South Cage Blvd.,Pharr,HIDALGO,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #10142,1301 South Cage Blvd.,Pharr,HIDALGO,Moderna,200
Week 9-Fed,2021-02-08,Pelzel's Hometown Pharmacy,1340 North Highway 377 Suite 100,Pilot Point,DENTON,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #927,1501 N I-27,Plainview,HALE,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #08393,2101 W. Spring Creek Pkwy.,Plano,COLLIN,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #08393,2101 W. Spring Creek Pkwy.,Plano,COLLIN,Moderna,200
Week 9-Fed,2021-02-08,Texas Star Pharmacy,3033 W Parker Road Suite 100,Plano,COLLIN,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #408,8585 Memorial Blvd,Port Arthur,JEFFERSON,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #449,4999 Twin City Hwy,Port Arthur,JEFFERSON,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #1098,400 Tiney Browning Blvd,Port Lavaca,CALHOUN,Moderna,200
Week 9-Fed,2021-02-08,Family Pharmacy Of Pottsboro,563 W Fm 120,Pottsboro,GRAYSON,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #07675,105 Harris Ave,Red Oak,ELLIS,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #07156,605 W. Campbell Rd.,Richardson,COLLIN,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #07156,605 W. Campbell Rd.,Richardson,COLLIN,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #03701,1410 Crabb River Rd.,Richmond,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Sam's Club #6867,22402 Bellaire Blvd,Richmond,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #3827,5660 W Grand Pkwy S,Richmond,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #4111,26824 Fm 1093,Richmond,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #546,5330 Fm 1640 Rd,Richmond,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #10487,1305 N. Hwy 377,Roanoke,DENTON,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #10487,1305 N. Hwy 377,Roanoke,DENTON,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #07080,1000 North First St.,Robstown,NUECES,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #07080,1000 North First St.,Robstown,NUECES,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #280,709 W Us Highway 79,Rockdale,MILAM,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #440,2401 Highway 35 N,Rockport,ARANSAS,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #08337,2004 North Goliad,Rockwall,ROCKWALL,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #08337,2004 North Goliad,Rockwall,ROCKWALL,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #00116,2001 E. Palm Valley Blvd.,Round Rock,WILLIAMSON,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #06979,318 W Beauregard,San Angelo,TOM GREEN,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #06979,318 W Beauregard,San Angelo,TOM GREEN,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #10750,9050 Fm 1560 N,San Antonio,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 106,1015 S.w.w. White Road,San Antonio,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 164,15000 San Pedro,San Antonio,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 195,11551 West Ave.,San Antonio,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 205,721 Castroville Rd,San Antonio,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 26,4100 South New Braunfels,San Antonio,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 262,5601 Bandera Road,San Antonio,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 294,6580 F.m. 78,San Antonio,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 384,6030 Montgomery Road,San Antonio,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 389,6000 West Avenue,San Antonio,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 427,735 Sw Military,San Antonio,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 444,3323 Se Military Dr.,San Antonio,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 556,2118 Fredericksburg Rd,San Antonio,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 613,8219 Marbach,San Antonio,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 618,5910 Babcock Rd,San Antonio,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 699,1601 Nogalitos,San Antonio,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 84,6818 South Zarzamora,San Antonio,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #2599,5555 De Zavala Rd,San Antonio,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Lone Star Pharmacy,4111 Fm 1764 Suite F,Santa Fe,GALVESTON,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #07816,2693 Fm 3009,Schertz,GUADALUPE,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #07816,2693 Fm 3009,Schertz,GUADALUPE,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #07703,615 S Highway 84 Ste 100,Slaton,LUBBOCK,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #5353,24809 Aldine Westfield Rd,Spring,HARRIS,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #849,155 Louetta Xing,Spring,HARRIS,Moderna,200
Week 9-Fed,2021-02-08,Spring Branch Pharmacy,17130 State Highway 46 West Suite 1,Spring Branch,COMAL,Moderna,200
Week 9-Fed,2021-02-08,Sam's Club #8246,12300 Sw Freeway,Stafford,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #915,11210 W Airport Blvd,Stafford,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #1257,2614 N Swenson St.,Stamford,HASKELL,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 6,2150 W. Washington,Stephenville,ERATH,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #610,2765 W Washington St,Stephenville,ERATH,Moderna,200
Week 9-Fed,2021-02-08,Sam's Club #4763,351 Highway 6,Sugar Land,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #2993,345 Highway 6,Sugar Land,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #4466,13322 West Airport Blvd,Sugar Land,FORT BEND,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #417,1750 S Broadway St,Sulphur Springs,HOPKINS,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #06835,2674 South 31st St.,Temple,BELL,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #06835,2674 South 31st St.,Temple,BELL,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 182,3002 S 31 St,Temple,BELL,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 71,1314 West Adams,Temple,BELL,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #10055,1901 Richmond Rd.,Texarkana,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #10055,1901 Richmond Rd.,Texarkana,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Sam's Club #8295,3610 Saint Michael Dr,Texarkana,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #2123,4000 New Boston Rd,Texarkana,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #4367,3302 Summerhill Rd,Texarkana,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #4371,3520 Richmond Rd,Texarkana,DALLAS,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #10140,3705 Fm 1488,The Woodlands,MONTGOMERY,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #10140,3705 Fm 1488,The Woodlands,MONTGOMERY,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #351,25800 Kuykendahl Road,Tomball,HARRIS,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #5045,22605 Tomball Pkway,Tomball,HARRIS,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #703,27650 Tomball Pkwy,Tomball,HARRIS,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #07446,2626 East 5th St.,Tyler,SMITH,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #07446,2626 East 5th St.,Tyler,SMITH,Moderna,200
Week 9-Fed,2021-02-08,Tyler Rx Pharmacy,2415 East 5th Street,Tyler,SMITH,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 441,201 East Main,Uvalde,UVALDE,Moderna,200
Week 9-Fed,2021-02-08,City Drug,232 E Jefferson,Van Alstyne,GRAYSON,Moderna,200
Week 9-Fed,2021-02-08,Hillcrest Pharmacy,1015 Hillcrest Drive Suite B,Vernon,WILBARGER,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #10818,820 S 5th St.,Waco,MCLENNAN,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #10818,820 S 5th St.,Waco,MCLENNAN,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 423,1301 Wooded Acres,Waco,MCLENNAN,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 64,3801 N 19th St.,Waco,MCLENNAN,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 672,1821 South Valley Mills Dr.,Waco,MCLENNAN,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #4373,200 Wake Village Rd,Wake Village,BOWIE,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #06961,407 S Main St,Weatherford,PARKER,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #06961,407 S Main St,Weatherford,PARKER,Moderna,200
Week 9-Fed,2021-02-08,Davis City Pharmacy,111 Trinity Avenue,Weatherford,PARKER,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 485,310 N. Westgate Drive,Weslaco,HIDALGO,Moderna,200
Week 9-Fed,2021-02-08,Old Corner Drug,200 North Main Street,West,MCLENNAN,Moderna,200
Week 9-Fed,2021-02-08,Cvs Store #06841,3601 Jacksboro Hwy,Wichita Falls,WICHITA,Moderna,200
Week 9-Fed,2021-02-08,Walmart Store #420,2700 Central Fwy,Wichita Falls,WICHITA,Moderna,200
Week 9-Fed,2021-02-08,Heb Pharmacy 583,9100 Woodway Drive,Woodway,MCLENNAN,Moderna,200
Week 9,2021-02-08,Medical Clinic Of Muleshoe,708 S 1st St,Muleshoe,BAILEY,Pfizer,975
Week 9,2021-02-08,Christus Spohn Health System Beeville,1500 E Houston St,Beeville,BEE,Pfizer,1950
Week 9,2021-02-08,Community Action Health Center,301 S Hillside Dr Ste 5,Beeville,BEE,Pfizer,975
Week 9,2021-02-08,Lhd Bell County Public Health District (Re),820 N 31st Street,Temple,BELL,Pfizer,3900
Week 9,2021-02-08,University Health System - Inpatient,4502 Medical Dr,San Antonio,BEXAR,Pfizer,10725
Week 9,2021-02-08,Wellness 360 (Adult),7703 Floyd Curl Dr,San Antonio,BEXAR,Pfizer,5850
Week 9,2021-02-08,BSW Medical Center Marble Falls,810 Tx-71w,Marble Falls,BURNET,Pfizer,975
Week 9,2021-02-08,Baylor Scott & White Medical Center - Plano,4700 Alliance Blvd,Plano,COLLIN,Pfizer,3900
Week 9,2021-02-08,Coryell Health Medical Clinic,1507 W Main St,Gatesville,CORYELL,Pfizer,975
Week 9,2021-02-08,Coon Memorial Hospital,1411 Denver Ave,Dalhart,DALLAM,Pfizer,975
Week 9,2021-02-08,Baylor University Med Cntr Dallas,3500 Gaston Ave,Dallas,DALLAS,Pfizer,4875
Week 9,2021-02-08,Parkland Hospital,5200 Harry Hines Blvd,Dallas,DALLAS,Pfizer,10725
Week 9,2021-02-08,UT Southwestern Medical Center,5323 Harry Hines Blvd,Dallas,DALLAS,Pfizer,10725
Week 9,2021-02-08,LHD Denton County Public Health (RE),535 S. Loop 288,Denton,DENTON,Pfizer,9750
Week 9,2021-02-08,Dimmit Regional Hospital,704 Hospital Dr,Carrizo Springs,DIMMIT,Pfizer,975
Week 9,2021-02-08,Medical Center Hospital,400 W 4th,Odessa,ECTOR,Pfizer,3900
Week 9,2021-02-08,University Medical Center of El Paso,4815 Alameda Ave,El Paso,EL PASO,Pfizer,6825
Week 9,2021-02-08,Falls Community Hospital & Clinic,322 Coleman St,Marlin,FALLS,Pfizer,975
Week 9,2021-02-08,Tmc Bonham Hospital,504 Lipscomb St,Bonham,FANNIN,Pfizer,975
Week 9,2021-02-08,LHD FORT BEND COUNTY HEALTH DEPARTMENT (HHS) (RE),4520 Reading Rd,Rosenberg,FORT BEND,Pfizer,6825
Week 9,2021-02-08,University Of Texas Medical Branch Hospital,301 University Blvd,Galveston,GALVESTON,Pfizer,4875
Week 9,2021-02-08,CHRISTUS Good Shepherd Medical Center Longview,700 E Marshall Ave,Longview,GREGG,Pfizer,2925
Week 9,2021-02-08,Chi St Lukes Health,6720 Bertner Ave,Houston,HARRIS,Pfizer,1950
Week 9,2021-02-08,Houston Methodist Hospital,6565 Fannin St,Houston,HARRIS,Pfizer,12675
Week 9,2021-02-08,Memorial Hermann Memorial City Medical Center,921 Gessner Rd,Houston,HARRIS,Pfizer,3900
Week 9,2021-02-08,School Of Nursing - Main Building,1851 Crosspoint Ave.,Houston,HARRIS,Pfizer,3900
Week 9,2021-02-08,Lhd Hays County Health Department (Re),401 Broadway St Ste A,San Marcos,HAYS,Pfizer,1950
Week 9,2021-02-08,DHR Health,5501 South McColl Road,Edinburg,HIDALGO,Pfizer,6825
Week 9,2021-02-08,Ut Health Rgv Employee Health Edinburg,1210 W Schunior St,Edinburg,HIDALGO,Pfizer,975
Week 9,2021-02-08,UTHEALTH RGV Family Health,2810 W. Expressway 83,Mercedes,HIDALGO,Pfizer,975
Week 9,2021-02-08,Christus Spohn Health System Alice,2500 E Main St,Alice,JIM WELLS,Pfizer,975
Week 9,2021-02-08,Christus Spohn Health System Kleberg,1311 General Cavazos Blvd,Kingsville,KLEBERG,Pfizer,975
Week 9,2021-02-08,La Salle County Regional Health Authority,247 Mars Drive,Cotulla,LA SALLE,Pfizer,975
Week 9,2021-02-08,"Emergency Hospital Systems, LLC",300 E Crockett,Cleveland,LIBERTY,Pfizer,975
Week 9,2021-02-08,Providence Health - Providence Health Center,6901 Medical Pkwy,Waco,MCLENNAN,Pfizer,1950
Week 9,2021-02-08,Midland Memorial Hospital,400 Rosalind Redfern Grover Pkwy,Midland,MIDLAND,Pfizer,4875
Week 9,2021-02-08,CHI ST LUKES HEALTH WOODLANDS HOSP,17200 ST LUKES WAY,Conroe,MONTGOMERY,Pfizer,1950
Week 9,2021-02-08,Driscoll Health System,3533 S. Alameda,Corpus Christi,NUECES,Pfizer,975
Week 9,2021-02-08,Parker County Hospital District,1130 Pecan Dr,Weatherford,PARKER,Pfizer,1950
Week 9,2021-02-08,Pecos Valley Rural Health Clinic,2335 S Pigman St,Pecos,REEVES,Pfizer,975
Week 9,2021-02-08,Lhd Nethealth (Re),815 N Broadway Ave,Tyler,SMITH,Pfizer,1950
Week 9,2021-02-08,UT Health Science Center Tyler,11937 Us Highway 271,Tyler,SMITH,Pfizer,1950
Week 9,2021-02-08,Texas Health Medical Support,1100 Bridgewood,Fort Worth,TARRANT,Pfizer,9750
Week 9,2021-02-08,Lhd Abilene-Taylor County Health Department (Re),850 N 6th St,Abilene,TAYLOR,Pfizer,975
Week 9,2021-02-08,Shannon Pharmacy,119 E. Beauregard Ave,San Angelo,TOM GREEN,Pfizer,1950
Week 9,2021-02-08,Ut Health Austin (Dell Medical School),1601 Trinity Avenue,Austin,TRAVIS,Pfizer,1950
Week 9,2021-02-08,Uvalde Memorial Hospital,1025 Garner Field Rd.,Uvalde,UVALDE,Pfizer,975
Week 9,2021-02-08,Methodist Dallas Medical Center,1441 N Beckley Ave,Dallas,DALLAS,Pfizer,975
Week 9,2021-02-08,Lhd Angelina County And Cities Health District (Re),503 Hill St Ste 100,Lufkin,ANGELINA,Moderna,2000
Week 9,2021-02-08,A+ Life Style Medical Group,815 Hwy 71 W,Bastrop,BASTROP,Moderna,1000
Week 9,2021-02-08,Samhd Main Immunizations Clinic,210 N Mel Waiters Way,San Antonio,BEXAR,Moderna,10000
Week 9,2021-02-08,Christus St Michael Health System,2600 Saint Michael Dr,Texarkana,BOWIE,Moderna,2000
Week 9,2021-02-08,Chi St Joseph Health College Station Hospital,1604 Rock Prairie Rd,College Station,BRAZOS,Moderna,2000
Week 9,2021-02-08,Ccdhhs San Benito Nursing Office,1390 W Expressway 83,San Benito,CAMERON,Moderna,6000
Week 9,2021-02-08,CHAMBERS COUNTY HEALTH DEPT ANAHUAC,102 AIRPORT RD,Anahuac,CHAMBERS,Moderna,1200
Week 9,2021-02-08,Allen Fire Department,310 Century Pkwy,Allen,COLLIN,Moderna,2000
Week 9,2021-02-08,City Of Mckinney Fire Department,2200 Taylor Burk Dr,McKinney,COLLIN,Moderna,2000
Week 9,2021-02-08,Collin County Healthcare Services,825 N Mcdonald St Ste 145,McKinney,COLLIN,Moderna,2700
Week 9,2021-02-08,City Of Dallas,650 S Griffin Street,Dallas,DALLAS,Moderna,5000
Week 9,2021-02-08,LHD Dallas County Health And Human Services (Re),2377 N Stemmons Fwy,Dallas,DALLAS,Moderna,9000
Week 9,2021-02-08,Lhd Garland (City Of) Health Dept (Re),206 Carver Dr,Garland,DALLAS,Moderna,1000
Week 9,2021-02-08,City of El Paso Fire Department,301 George Perry,El Paso,EL PASO,Moderna,6000
Week 9,2021-02-08,Baylor Scott And White Medical Center - Waxahachie,2400 N. I-35e,Waxahachie,ELLIS,Moderna,2500
Week 9,2021-02-08,LHD Galveston County Health District (RE),9850 B Emmett F Lowry EXpy,Texas City,GALVESTON,Moderna,1000
Week 9,2021-02-08,Hill Country Memorial Hospital,1020 S State Highway 16,Fredericksburg,GILLESPIE,Moderna,1200
Week 9,2021-02-08,HCPH Main Office,2223 West Loop South,Houston,HARRIS,Moderna,9000
Week 9,2021-02-08,Houston Health Department Immunization Bureau,8000 N Stadium Dr,Houston,HARRIS,Moderna,9000
Week 9,2021-02-08,Lhd Hidalgo County Health Department (Re),1304 S 25th Ave,Edinburg,HIDALGO,Moderna,6000
Week 9,2021-02-08,Jefferson County Immunization Clinic,7933 Viterbo Rd Ste 100,Beaumont,JEFFERSON,Moderna,11000
Week 9,2021-02-08,Cleburne Fire Department,114 W. Wardville Dr.,Cleburne,JOHNSON,Moderna,1000
Week 9,2021-02-08,Kleberg County Sheriff's Office,1500 East King,Kingsville,KLEBERG,Moderna,1000
Week 9,2021-02-08,Lhd Paris-Lamar Co Health Dept (Re),400 W Sherman St,Paris,LAMAR,Moderna,1000
Week 9,2021-02-08,Lhd Lubbock City Health Dept (Re),806 18th St,Lubbock,LUBBOCK,Moderna,5000
Week 9,2021-02-08,Eagle Pass Fire Department,2558 El Indio Hwy,Eagle Pass,MAVERICK,Moderna,1200
Week 9,2021-02-08,Lhd Waco-Mclennan Co Phealth Dist (Re),225 W Waco Dr,Waco,MCLENNAN,Moderna,1500
Week 9,2021-02-08,Lone Star Family Health Center,605 S. Conroe Medical Dr,Conroe,MONTGOMERY,Moderna,2000
Week 9,2021-02-08,LHD Corsicana-Navarro Public Health District (RE),618 N Main,Corsicana,NAVARRO,Moderna,1500
Week 9,2021-02-08,LHD Corpus Christi-Nueces County Public Health District (RE),1702 Horne Road,Corpus Christi,NUECES,Moderna,5000
Week 9,2021-02-08,LHD Amarillo DOH,1000 Martin Rd,Amarillo,POTTER,Moderna,5000
Week 9,2021-02-08,Arlington Fire Department,620 W Division St.,Arlington,TARRANT,Moderna,7000
Week 9,2021-02-08,Tarrant Co Ph Imm Outreach,1101 S Main St Ste 1350,Fort Worth,TARRANT,Moderna,9000
Week 9,2021-02-08,Austin Public Health,15 Waller Street,Austin,TRAVIS,Moderna,12000
Week 9,2021-02-08,Ut Health Austin (Dell Medical School),1601 Trinity Avenue,Austin,TRAVIS,Moderna,1000
Week 9,2021-02-08,Victoria County Public Health Department,2805 N Navarro,Victoria,VICTORIA,Moderna,2000
Week 9,2021-02-08,Washington County Ems,1875 Highway 290 W,Brenham,WASHINGTON,Moderna,3000
Week 9,2021-02-08,City Of Laredo Health Department,2600 Cedar Ave,Laredo,WEBB,Moderna,5000
Week 9,2021-02-08,Family Emergency Rooms Cedar Park,3620 E. WHITESTONE BLVD.,Cedar Park,WILLIAMSON,Moderna,8000
Week 9,2021-02-08,Lytle Community Health Center,19010 Priest BLVD,Lytle,ATASCOSA,Moderna,100
Week 9,2021-02-08,Atascosa Health Center Inc.,310 W Oaklawn Rd,Pleasanton,ATASCOSA,Moderna,100
Week 9,2021-02-08,HEB Pharmacy 411,219 W Oaklawn Rd,Pleasanton,ATASCOSA,Moderna,100
Week 9,2021-02-08,Kings Medicine,809 N Bryant St,Pleasanton,ATASCOSA,Moderna,200
Week 9,2021-02-08,DSHS Bellville Clinic,602 E Hacienda St,Bellville,AUSTIN,Moderna,200
Week 9,2021-02-08,Lscc Bastrop Hlth Cl Wmn Wlns,605 Old Austin Hwy,Bastrop,BASTROP,Moderna,100
Week 9,2021-02-08,DSHS Elgin,218 S Main St,Elgin,BASTROP,Moderna,100
Week 9,2021-02-08,Lone Star Circle Of Care At Temple,2112 Sw H K Dodgen Loop Ste 110,Temple,BELL,Moderna,100
Week 9,2021-02-08,Centromed Family First Clinic,9135 Schaefer Rd,Converse,BEXAR,Moderna,100
Week 9,2021-02-08,Centro Med Santa Rosa Clinic,315 N San Saba Ste 103,San Antonio,BEXAR,Moderna,100
Week 9,2021-02-08,Centromed Indian Creek Clinic,5439 Ray Ellison Blvd,San Antonio,BEXAR,Moderna,100
Week 9,2021-02-08,Dshs HSR 8 Hq - San Antonio (Re),7430 Louis Pasteur Dr,San Antonio,BEXAR,Moderna,500
Week 9,2021-02-08,Wellmed at Southwest Military,517 SW Military,San Antonio,BEXAR,Moderna,400
Week 9,2021-02-08,Wellmed General Mc Mullen,448 Castroville Rd.,San Antonio,BEXAR,Moderna,400
Week 9,2021-02-08,Wellmed Ingram,6157 NW Loop 410,San Antonio,BEXAR,Moderna,400
Week 9,2021-02-08,Dshs Meridian,409 South Hill,Meridian,BOSQUE,Moderna,200
Week 9,2021-02-08,Women's And Children's Health Center- 061736,218 E House St,Alvin,BRAZORIA,Moderna,100
Week 9,2021-02-08,Brazoria County Health Department,434 E Mulberry St,Angleton,BRAZORIA,Moderna,2000
Week 9,2021-02-08,Texas Department of Criminal Justice CLEMENS,11034 Hwy 36,Brazoria,BRAZORIA,Moderna,100
Week 9,2021-02-08,Freeport Community Health Network- 061447,905 N Gulf Blvd Ste 100,Freeport,BRAZORIA,Moderna,100
Week 9,2021-02-08,Pearland Family Health Center-061819,2552 Broadway St # 102,Pearland,BRAZORIA,Moderna,100
Week 9,2021-02-08,Lhd Brazos County Health District (Re),201 N Texas Ave,Bryan,BRAZOS,Moderna,100
Week 9,2021-02-08,Community Action Health Center- Brooks,1302 S St Marys St Ste A,Falfurrias,BROOKS,Moderna,100
Week 9,2021-02-08,Lhd Brownwood-Brown County Health Department (Re),510 E Lee St,Brownwood,BROWN,Moderna,400
Week 9,2021-02-08,Lscc Family Care Center At Marble Falls,802 Avenue J,Marble Falls,BURNET,Moderna,100
